--- expected (132 rows) ---
1839|72.0|1
1868|70.11428571428571|91
1871|70.24528301886792|64
1872|70.15517241379311|69
1873|70.24691358024691|86
1874|70.14942528735632|101
1876|70.05208333333333|109
1877|70.6027397260274|87
1878|70.30588235294118|92
1879|70.43298969072166|102
1880|70.68686868686869|102
1881|70.28971962616822|114
1882|70.05376344086021|97
1883|70.77450980392157|107
1884|70.5187969924812|138
1885|70.82352941176471|125
1886|71.18382352941177|138
1887|70.46|151
1888|70.70253164556962|159
1889|70.78260869565217|163
1890|71.0|162
1891|70.71176470588236|171
1892|70.71710526315789|152
1893|70.8502994011976|170
1894|70.87116564417178|167
1895|70.85401459854015|137
1896|70.73880597014926|136
1897|70.74647887323944|143
1898|70.94642857142857|114
1899|70.71223021582733|141
1900|71.22222222222223|127
1901|70.8141592920354|113
1902|70.76363636363637|110
1903|71.45794392523365|109
1904|70.85436893203884|103
1905|71.48113207547169|106
1906|71.26666666666667|120
1907|71.44545454545455|110
1908|71.54455445544555|101
1909|71.70454545454545|88
1910|71.52727272727273|110
1911|71.61224489795919|98
1912|71.63793103448276|116
1913|71.65517241379311|116
1914|71.83333333333333|109
1915|71.99333333333334|150
1916|71.92913385826772|127
1917|72.27388535031847|158
1918|71.94202898550725|138
1919|72.06349206349206|126
1920|71.94392523364486|107
1921|72.32142857142857|112
1922|72.23364485981308|107
1923|72.0|82
1924|72.33333333333333|108
1925|71.66666666666667|93
1926|72.45794392523365|108
1927|71.93939393939394|99
1928|72.21100917431193|109
1929|72.28421052631579|96
1930|72.43103448275862|116
1931|72.48648648648648|111
1932|72.75|72
1933|73.01098901098901|91
1934|72.4888888888889|91
1935|72.77227722772277|101
1936|72.78217821782178|101
1937|72.95495495495496|111
1938|72.8019801980198|102
1939|72.67708333333333|96
1940|72.78787878787878|100
1941|72.8157894736842|114
1942|72.92857142857143|126
1943|72.82835820895522|134
1944|72.84444444444445|135
1945|73.13913043478261|115
1946|73.11678832116789|137
1947|72.8157894736842|152
1948|72.94074074074074|136
1949|73.23703703703704|135
1950|72.89473684210526|133
1951|72.89781021897811|138
1952|72.95918367346938|147
1953|73.2375|161
1954|73.29299363057325|157
1955|73.38095238095238|147
1956|73.17365269461078|167
1957|72.9|150
1958|73.51973684210526|152
1959|73.35172413793103|145
1960|73.31914893617021|189
1961|73.07575757575758|132
1962|73.37062937062937|143
1963|73.35393258426966|178
1964|73.37368421052632|190
1965|73.27118644067797|177
1966|73.37125748502994|167
1967|73.33862433862434|189
1968|73.5464480874317|184
1969|73.40196078431373|204
1970|73.8743169398907|183
1971|73.47619047619048|210
1972|73.38190954773869|199
1973|73.37158469945355|183
1974|73.6774193548387|186
1975|73.47417840375587|213
1976|73.39408866995073|203
1977|73.77560975609757|205
1978|73.6303317535545|211
1979|73.54589371980677|207
1980|73.62566844919786|187
1981|74.08673469387755|196
1982|73.75233644859813|214
1983|73.46122448979592|245
1984|73.83043478260869|230
1985|73.58215962441315|213
1986|73.91037735849056|212
1987|73.49034749034749|259
1988|73.90178571428571|224
1989|73.63223140495867|242
1990|73.6911196911197|259
1991|73.69709543568464|241
1992|73.83805668016194|247
1993|73.95330739299611|257
1994|73.68725868725869|259
1995|73.65587044534414|247
1996|73.75233644859813|214
1997|73.82222222222222|135
1998|73.79797979797979|99
1999|73.33333333333333|54
2000|72.68|25
2001|72.16666666666667|6

--- your output (1 rows) ---
NULL|NULL|NULL
