--- expected (32 rows) ---
1985|60000.0|2130300.0|476299.44727272727
1986|60000.0|2800000.0|417147.0433604336
1987|62500.0|2127333.0|434729.4657097289
1988|62500.0|2340000.0|453171.07692307694
1989|62500.0|2766667.0|506323.0815752461
1990|100000.0|3200000.0|511973.6943483276
1991|100000.0|3800000.0|894961.1941605839
1992|109000.0|6100000.0|1047520.5760728219
1993|0.0|6200000.0|976966.5590465872
1994|50000.0|6300000.0|1049588.559954751
1995|109000.0|9237500.0|964979.0740365111
1996|109000.0|9237500.0|1027909.291084855
1997|50000.0|10000000.0|1218687.4432432433
1998|170000.0|14936667.0|1280844.5601202406
1999|0.0|11949794.0|1485316.8489065606
2000|200000.0|15714286.0|1992984.5717703348
2001|200000.0|22000000.0|2279841.0616279067
2002|200000.0|22000000.0|2392526.621749409
2003|165574.0|22000000.0|2573472.9480048367
2004|300000.0|22500000.0|2491776.104693141
2005|300000.0|26000000.0|2633830.803850782
2006|327000.0|21680727.0|2834520.8998779
2007|380000.0|23428571.0|2941435.851543943
2008|390000.0|28000000.0|3136517.137850467
2009|400000.0|33000000.0|3277646.979089791
2010|400000.0|33000000.0|3278746.825301205
2011|414000.0|32000000.0|3318838.249106079
2012|480000.0|30000000.0|3458421.216981132
2013|480000.0|29000000.0|3723344.353374233
2014|500000.0|26000000.0|3980445.9139650874
2015|507000.0|32571000.0|4301276.094247246
2016|507500.0|33000000.0|4396409.603751466

--- your output (1 rows) ---
NULL|NULL|NULL|NULL
